presetName,k,solverName,clauseNumber,clauseTime,satTime,totalTime
icosagon,20,solve_alt,7620,2.699999988079071,4.100000023841858,6.800000011920929
icosagon_random,1,solve,91,480.5,0,480.5
icosagon_random,1,solve_alt,191,0.19999998807907104,0,0.19999998807907104
icosagon_random,2,solve,110,476.5,0.10000002384185791,476.60000002384186
icosagon_random,2,solve_alt,402,0.09999996423721313,0,0.09999996423721313
icosagon_random,3,solve,280,483,0.10000002384185791,483.10000002384186
icosagon_random,3,solve_alt,633,0.19999998807907104,0,0.19999998807907104
icosagon_random,4,solve,1230,474.80000001192093,0.19999998807907104,475
icosagon_random,4,solve_alt,884,0.19999998807907104,0,0.19999998807907104
icosagon_random,5,solve,4935,479.9000000357628,0.5999999642372131,480.5
icosagon_random,5,solve_alt,1155,0.19999998807907104,0.10000002384185791,0.30000001192092896
icosagon_random,6,solve,15594,486.80000001192093,17.599999964237213,504.39999997615814
icosagon_random,6,solve_alt,1446,0.30000001192092896,1.5,1.800000011920929
icosagon_random,7,solve,38850,498.39999997615814,39.40000003576279,537.8000000119209
icosagon_random,7,solve_alt,1757,0.3999999761581421,965.3000000119209,965.6999999880791
icosagon_random,8,solve,77610,523.3000000119209,69.5,592.8000000119209
icosagon_random,8,solve_alt,2088,0.40000003576278687,1492.8999999761581,1493.300000011921
icosagon_random,9,solve,126060,499.5,42.19999998807907,541.6999999880791
icosagon_random,9,solve_alt,2439,0.40000003576278687,2554.5,2554.900000035763
icosagon_random,10,solve,168050,466.0999999642372,85.5,551.5999999642372
icosagon_random,10,solve_alt,2810,0.5,3818.900000035763,3819.400000035763
icosagon_random,11,solve,184846,376.80000001192093,59.69999998807907,436.5
icosagon_random,11,solve_alt,3201,0.5999999642372131,5502.200000047684,5502.800000011921
icosagon_random,12,solve,168050,275.19999998807907,25.399999976158142,300.5999999642372
icosagon_random,12,solve_alt,3612,0.699999988079071,5918.199999988079,5918.899999976158
icosagon_random,13,solve,126060,183.10000002384186,17.599999964237213,200.69999998807907
icosagon_random,13,solve_alt,4043,1,9696,9697
icosagon_random,14,solve,77610,87.70000004768372,5.199999988079071,92.90000003576279
icosagon_random,14,solve_alt,4494,0.8999999761581421,9726.5,9727.399999976158
icosagon_random,15,solve,38850,38.19999998807907,1.4000000357627869,39.60000002384186
icosagon_random,15,solve_alt,4965,1,12100.300000011921,12101.300000011921
icosagon_random,16,solve,15594,12.699999988079071,0.699999988079071,13.399999976158142
icosagon_random,16,solve_alt,5456,1.100000023841858,16213,16214.100000023842
icosagon_random,17,solve,4935,5.099999964237213,0.6000000238418579,5.699999988079071
icosagon_random,17,solve_alt,5967,1.300000011920929,14920.799999952316,14922.099999964237
icosagon_random,18,solve,1230,0.6000000238418579,0.10000002384185791,0.7000000476837158
icosagon_random,18,solve_alt,6498,1.5999999642372131,29787.80000001192,29789.399999976158
icosagon_random,19,solve,280,0.3999999761581421,0,0.3999999761581421
icosagon_random,19,solve_alt,7049,3.699999988079071,23096.69999998808,23100.399999976158
icosagon_random,20,solve,110,0,0,0
icosagon_random,20,solve_alt,7620,1.800000011920929,68708.5,68710.30000001192
fish,1,solve,92,31.69999998807907,0,31.69999998807907
fish,1,solve_alt,121,0,0,0
fish,2,solve,107,27.899999976158142,0.10000002384185791,28
fish,2,solve_alt,258,0,0.09999996423721313,0.09999996423721313
fish,3,solve,211,24.700000047683716,0,24.700000047683716
fish,3,solve_alt,411,0.09999996423721313,0,0.09999996423721313
fish,4,solve,651,23.900000035762787,0.09999996423721313,24
fish,4,solve_alt,580,0.10000002384185791,0.09999996423721313,0.19999998807907104
fish,5,solve,1911,24.600000023841858,0.5,25.100000023841858
fish,5,solve_alt,765,0.10000002384185791,0.19999998807907104,0.30000001192092896
fish,6,solve,4459,27.19999998807907,1.199999988079071,28.399999976158142
fish,6,solve_alt,966,0.09999996423721313,5.600000023841858,5.699999988079071
fish,7,solve,8099,29.19999998807907,1.699999988079071,30.899999976158142
fish,7,solve_alt,1183,0.20000004768371582,5.799999952316284,6
fish,8,solve,11531,24.400000035762787,1.5,25.900000035762787
fish,8,solve_alt,1416,0.19999998807907104,7.699999988079071,7.899999976158142
fish,9,solve,12961,18.100000023841858,0.699999988079071,18.80000001192093
fish,9,solve_alt,1665,0.19999998807907104,8.699999988079071,8.899999976158142
fish,10,solve,11531,11.900000035762787,1.5999999642372131,13.5
fish,10,solve_alt,1930,0.20000004768371582,9.599999964237213,9.800000011920929
fish,11,solve,8099,8.699999988079071,0.5,9.199999988079071
fish,11,solve_alt,2211,0.40000003576278687,14.899999976158142,15.300000011920929
fish,12,solve,4459,2.800000011920929,0.5999999642372131,3.399999976158142
fish,12,solve_alt,2508,0.30000001192092896,11.800000011920929,12.100000023841858
fish,13,solve,1911,1,0.20000004768371582,1.2000000476837158
fish,13,solve_alt,2821,0.5,18.299999952316284,18.799999952316284
fish,14,solve,651,0.20000004768371582,0,0.20000004768371582
fish,14,solve_alt,3150,0.5,14.399999976158142,14.899999976158142
fish,15,solve,211,0.10000002384185791,0,0.10000002384185791
fish,15,solve_alt,3495,0.5,14.099999964237213,14.599999964237213
fish,16,solve,107,0,0,0
fish,16,solve_alt,3856,0.5,26.100000023841858,26.600000023841858
